--------- beginning of main
09-10 12:06:42.024  3972  3989 I ArchitectureSpikeTest: Staging Qwen fixture (986048768 bytes)
09-10 12:06:58.066  3972  3989 I LlamaBridge: generate completed status=success durationMs=215 responseLength=7
09-10 12:06:58.066  3972  3989 I LlamaTranslationBridge: generate success promptLength=217 translatedLength=7 maxTokens=256 durationMs=215
09-10 12:06:58.066  3972  3989 I LlamaTranslationBridge: generate raw=Tell me
09-10 12:06:58.303  3972  3989 I LlamaJNI: Generation complete tokens=4 resultLength=12 durationMs=237 sampleMs=0.25 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:06:58.303  3972  3989 I LlamaBridge: generate completed status=success durationMs=237 responseLength=12
09-10 12:06:58.303  3972  3989 I LlamaTranslationBridge: generate success promptLength=218 translatedLength=12 maxTokens=256 durationMs=237
09-10 12:06:58.303  3972  3989 I LlamaTranslationBridge: generate raw=Why so calm?
09-10 12:06:58.620  3972  3989 I LlamaJNI: Generation complete tokens=10 resultLength=40 durationMs=316 sampleMs=0.55 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:06:58.620  3972  3989 I LlamaBridge: generate completed status=success durationMs=317 responseLength=40
09-10 12:06:58.620  3972  3989 I LlamaTranslationBridge: generate success promptLength=230 translatedLength=40 maxTokens=256 durationMs=317
09-10 12:06:58.620  3972  3989 I LlamaTranslationBridge: generate raw=You can say you want to be an astronaut.
09-10 12:06:58.623  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_perline case=balloon-p28 bubbles=12 durationMs=3225 pssKb=2121147 covered=12 sourceEchoes=0
09-10 12:06:58.623  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_perline case=balloon-p28 raw=[0] Oh no, I can't believe it...\n[3] I too...\n[7] That means the one carrying the keychain is\n[8] You've seen it too, haven't you?\n[1] Hey there\n[5] one\n[9] The moment "asagao" falls\n[2] Ready to go, hurry up and prepare!\n[4] It's a precious thing.\n[6] Tell me\n[10] Why so calm?\n[11] You can say you want to be an astronaut.
09-10 12:06:58.624  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=balloon-p28 engine=qwen_perline json={"engine":"qwen_perline","translations":["Oh no, I can't believe it...","Hey there","Ready to go, hurry up and prepare!","I too...","It's a precious thing.","one","Tell me","That means the one carrying the keychain is","You've seen it too, haven't you?","The moment \"asagao\" falls","Why so calm?","You can say you want to be an astronaut."]}
09-10 12:06:58.908  3972  3989 I LlamaJNI: Generation complete tokens=8 resultLength=34 durationMs=284 sampleMs=0.45 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:06:58.908  3972  3989 I LlamaBridge: generate completed status=success durationMs=284 responseLength=34
09-10 12:06:58.908  3972  3989 I LlamaTranslationBridge: generate success promptLength=221 translatedLength=34 maxTokens=256 durationMs=284
09-10 12:06:58.908  3972  3989 I LlamaTranslationBridge: generate raw=A mess of regrets at the farewell.
09-10 12:06:59.187  3972  3989 I LlamaJNI: Generation complete tokens=9 resultLength=28 durationMs=280 sampleMs=0.48 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:06:59.188  3972  3989 I LlamaBridge: generate completed status=success durationMs=279 responseLength=28
09-10 12:06:59.188  3972  3989 I LlamaTranslationBridge: generate success promptLength=221 translatedLength=28 maxTokens=256 durationMs=279
09-10 12:06:59.188  3972  3989 I LlamaTranslationBridge: generate raw=You're so quiet, aren't you?
09-10 12:06:59.570  3972  3989 I LlamaJNI: Generation complete tokens=17 resultLength=78 durationMs=382 sampleMs=0.97 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:06:59.570  3972  3989 I LlamaBridge: generate completed status=success durationMs=382 responseLength=78
09-10 12:06:59.570  3972  3989 I LlamaTranslationBridge: generate success promptLength=229 translatedLength=78 maxTokens=256 durationMs=382
09-10 12:06:59.570  3972  3989 I LlamaTranslationBridge: generate raw=Dead at the wheel: A cherry blossom beauty named Sakura Yuki in a car accident
09-10 12:06:59.838  3972  3989 I LlamaJNI: Generation complete tokens=6 resultLength=25 durationMs=267 sampleMs=0.34 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:06:59.838  3972  3989 I LlamaBridge: generate completed status=success durationMs=268 responseLength=25
09-10 12:06:59.838  3972  3989 I LlamaTranslationBridge: generate success promptLength=223 translatedLength=25 maxTokens=256 durationMs=268
09-10 12:06:59.838  3972  3989 I LlamaTranslationBridge: generate raw=How are you all thinking?
09-10 12:07:00.177  3972  3989 I LlamaJNI: Generation complete tokens=10 resultLength=55 durationMs=339 sampleMs=0.53 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:00.178  3972  3989 I LlamaBridge: generate completed status=success durationMs=339 responseLength=55
09-10 12:07:00.178  3972  3989 I LlamaTranslationBridge: generate success promptLength=228 translatedLength=55 maxTokens=256 durationMs=339
09-10 12:07:00.178  3972  3989 I LlamaTranslationBridge: generate raw=There are numerous rumors swirling around in the world.
09-10 12:07:00.535  3972  3989 I LlamaJNI: Generation complete tokens=13 resultLength=52 durationMs=358 sampleMs=0.69 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:00.535  3972  3989 I LlamaBridge: generate completed status=success durationMs=357 responseLength=52
09-10 12:07:00.536  3972  3989 I LlamaTranslationBridge: generate success promptLength=233 translatedLength=52 maxTokens=256 durationMs=357
09-10 12:07:00.536  3972  3989 I LlamaTranslationBridge: generate raw=Oh, so-called pillow stuff... rookie stuff, I guess.
09-10 12:07:00.753  3972  3989 I LlamaJNI: Generation complete tokens=3 resultLength=8 durationMs=218 sampleMs=0.19 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:00.754  3972  3989 I LlamaBridge: generate completed status=success durationMs=218 responseLength=8
09-10 12:07:00.754  3972  3989 I LlamaTranslationBridge: generate success promptLength=216 translatedLength=8 maxTokens=256 durationMs=218
09-10 12:07:00.754  3972  3989 I LlamaTranslationBridge: generate raw=So what?
09-10 12:07:01.001  3972  3989 I LlamaJNI: Generation complete tokens=5 resultLength=19 durationMs=247 sampleMs=0.30 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:01.001  3972  3989 I LlamaBridge: generate completed status=success durationMs=247 responseLength=19
09-10 12:07:01.001  3972  3989 I LlamaTranslationBridge: generate success promptLength=219 translatedLength=19 maxTokens=256 durationMs=247
09-10 12:07:01.001  3972  3989 I LlamaTranslationBridge: generate raw=Only rumors, but...
09-10 12:07:01.312  3972  3989 I LlamaJNI: Generation complete tokens=9 resultLength=41 durationMs=311 sampleMs=0.60 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:01.313  3972  3989 I LlamaBridge: generate completed status=success durationMs=312 responseLength=41
09-10 12:07:01.313  3972  3989 I LlamaTranslationBridge: generate success promptLength=228 translatedLength=41 maxTokens=256 durationMs=312
09-10 12:07:01.313  3972  3989 I LlamaTranslationBridge: generate raw=Are you really that bad at getting along?
09-10 12:07:01.608  3972  3989 I LlamaJNI: Generation complete tokens=9 resultLength=51 durationMs=295 sampleMs=0.50 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:01.608  3972  3989 I LlamaBridge: generate completed status=success durationMs=295 responseLength=51
09-10 12:07:01.608  3972  3989 I LlamaTranslationBridge: generate success promptLength=223 translatedLength=51 maxTokens=256 durationMs=295
09-10 12:07:01.608  3972  3989 I LlamaTranslationBridge: generate raw=Your acting ability and face are indeed impressive.
09-10 12:07:01.868  3972  3989 I LlamaJNI: Generation complete tokens=6 resultLength=16 durationMs=259 sampleMs=0.34 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:01.868  3972  3989 I LlamaBridge: generate completed status=success durationMs=260 responseLength=16
09-10 12:07:01.868  3972  3989 I LlamaTranslationBridge: generate success promptLength=223 translatedLength=16 maxTokens=256 durationMs=260
09-10 12:07:01.868  3972  3989 I LlamaTranslationBridge: generate raw=What's in it...?
09-10 12:07:02.087  3972  3989 I LlamaJNI: Generation complete tokens=2 resultLength=4 durationMs=218 sampleMs=0.16 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:02.087  3972  3989 I LlamaBridge: generate completed status=success durationMs=218 responseLength=4
09-10 12:07:02.087  3972  3989 I LlamaTranslationBridge: generate success promptLength=217 translatedLength=4 maxTokens=256 durationMs=218
09-10 12:07:02.088  3972  3989 I LlamaTranslationBridge: generate raw=Hey!
09-10 12:07:02.395  3972  3989 I LlamaJNI: Generation complete tokens=9 resultLength=40 durationMs=307 sampleMs=0.49 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:02.395  3972  3989 I LlamaBridge: generate completed status=success durationMs=307 responseLength=40
09-10 12:07:02.395  3972  3989 I LlamaTranslationBridge: generate success promptLength=231 translatedLength=40 maxTokens=256 durationMs=307
09-10 12:07:02.395  3972  3989 I LlamaTranslationBridge: generate raw=There's a rumor that someone was killed.
09-10 12:07:02.756  3972  3989 I LlamaJNI: Generation complete tokens=14 resultLength=67 durationMs=360 sampleMs=0.75 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:02.756  3972  3989 I LlamaBridge: generate completed status=success durationMs=361 responseLength=67
09-10 12:07:02.756  3972  3989 I LlamaTranslationBridge: generate success promptLength=230 translatedLength=67 maxTokens=256 durationMs=361
09-10 12:07:02.756  3972  3989 I LlamaTranslationBridge: generate raw=She was a renegade even among the stars of the entertainment world.
09-10 12:07:03.000  3972  3989 I LlamaJNI: Generation complete tokens=4 resultLength=20 durationMs=243 sampleMs=0.26 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:03.000  3972  3989 I LlamaBridge: generate completed status=success durationMs=244 responseLength=20
09-10 12:07:03.000  3972  3989 I LlamaTranslationBridge: generate success promptLength=219 translatedLength=20 maxTokens=256 durationMs=244
09-10 12:07:03.000  3972  3989 I LlamaTranslationBridge: generate raw=after that, continue
09-10 12:07:03.353  3972  3989 I LlamaJNI: Generation complete tokens=13 resultLength=55 durationMs=352 sampleMs=0.69 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:03.353  3972  3989 I LlamaBridge: generate completed status=success durationMs=353 responseLength=55
09-10 12:07:03.353  3972  3989 I LlamaTranslationBridge: generate success promptLength=230 translatedLength=55 maxTokens=256 durationMs=353
09-10 12:07:03.353  3972  3989 I LlamaTranslationBridge: generate raw=Digging into the truth behind Sakura-no-Tsubame's death
09-10 12:07:03.686  3972  3989 I LlamaJNI: Generation complete tokens=11 resultLength=51 durationMs=332 sampleMs=0.61 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:03.686  3972  3989 I LlamaBridge: generate completed status=success durationMs=333 responseLength=51
09-10 12:07:03.686  3972  3989 I LlamaTranslationBridge: generate success promptLength=230 translatedLength=51 maxTokens=256 durationMs=333
09-10 12:07:03.686  3972  3989 I LlamaTranslationBridge: generate raw=She was a renegade even in the entertainment world.
09-10 12:07:04.046  3972  3989 I LlamaJNI: Generation complete tokens=13 resultLength=55 durationMs=359 sampleMs=0.83 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:04.046  3972  3989 I LlamaBridge: generate completed status=success durationMs=360 responseLength=55
09-10 12:07:04.046  3972  3989 I LlamaTranslationBridge: generate success promptLength=230 translatedLength=55 maxTokens=256 durationMs=360
09-10 12:07:04.046  3972  3989 I LlamaTranslationBridge: generate raw=Digging into the truth behind Sakuraomi Tsukumo's death
09-10 12:07:04.050  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_perline case=bourei-dense-emotional bubbles=16 durationMs=5417 pssKb=2121387 covered=16 sourceEchoes=0
09-10 12:07:04.050  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_perline case=bourei-dense-emotional raw=[0] A mess of regrets at the farewell.\n[1] You're so quiet, aren't you?\n[3] Dead at the wheel: A cherry blossom beauty named Sakura Yuki in a car accident\n[5] How are you all thinking?\n[4] There are numerous rumors swirling around in the world.\n[9] Oh, so-called pillow stuff... rookie stuff, I guess.\n[8] So what?\n[10] Only rumors, but...\n[11] Are you really that bad at getting along?\n[12] Your acting ability and face are indeed impressive.\n[13] What's in it...?\n[2] Hey!\n[6] There's a rumor that someone was killed.\n[7] She was a renegade even among the stars of the entertainment world.\n[14] after that, continue\n[15] Digging into the truth behind Sakura-no-Tsubame's death\n[7] She was a renegade even in the entertainment world.\n[15] Digging into the truth behind Sakuraomi Tsukumo's death
09-10 12:07:04.050  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=bourei-dense-emotional engine=qwen_perline json={"engine":"qwen_perline","translations":["A mess of regrets at the farewell.","You're so quiet, aren't you?","Hey!","Dead at the wheel: A cherry blossom beauty named Sakura Yuki in a car accident","There are numerous rumors swirling around in the world.","How are you all thinking?","There's a rumor that someone was killed.","She was a renegade even in the entertainment world.","So what?","Oh, so-called pillow stuff... rookie stuff, I guess.","Only rumors, but...","Are you really that bad at getting along?","Your acting ability and face are indeed impressive.","What's in it...?","after that, continue","Digging into the truth behind Sakuraomi Tsukumo's death"]}
09-10 12:07:04.315  3972  3989 I LlamaJNI: Generation complete tokens=7 resultLength=20 durationMs=265 sampleMs=0.39 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:04.316  3972  3989 I LlamaBridge: generate completed status=success durationMs=266 responseLength=20
09-10 12:07:04.316  3972  3989 I LlamaTranslationBridge: generate success promptLength=221 translatedLength=20 maxTokens=256 durationMs=266
09-10 12:07:04.316  3972  3989 I LlamaTranslationBridge: generate raw=It's dead, you know.
09-10 12:07:04.615  3972  3989 I LlamaJNI: Generation complete tokens=8 resultLength=32 durationMs=299 sampleMs=0.45 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:04.615  3972  3989 I LlamaBridge: generate completed status=success durationMs=299 responseLength=32
09-10 12:07:04.615  3972  3989 I LlamaTranslationBridge: generate success promptLength=225 translatedLength=32 maxTokens=256 durationMs=299
09-10 12:07:04.615  3972  3989 I LlamaTranslationBridge: generate raw="Visible" people are those guys.
09-10 12:07:04.920  3972  3989 I LlamaJNI: Generation complete tokens=8 resultLength=39 durationMs=304 sampleMs=0.45 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:04.920  3972  3989 I LlamaBridge: generate completed status=success durationMs=305 responseLength=39
09-10 12:07:04.920  3972  3989 I LlamaTranslationBridge: generate success promptLength=226 translatedLength=39 maxTokens=256 durationMs=305
09-10 12:07:04.920  3972  3989 I LlamaTranslationBridge: generate raw=What about my deceased sister's makeup?
09-10 12:07:05.389  3972  3989 I LlamaJNI: Generation complete tokens=19 resultLength=62 durationMs=469 sampleMs=0.99 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:05.389  3972  3989 I LlamaBridge: generate completed status=success durationMs=468 responseLength=62
09-10 12:07:05.390  3972  3989 I LlamaTranslationBridge: generate success promptLength=235 translatedLength=62 maxTokens=256 durationMs=468
